Date,Lunar,Month,Site,ID,Tank,Stage,fvfm
2023/10/24,2023/9/10,M1,OL,OL_PA1,T1,Adult,0.752
2023/10/24,2023/9/10,M1,OL,OL_PA1,T1,Adult,0.737
2023/10/24,2023/9/10,M1,OL,OL_PA1,T1,Adult,0.75
2023/10/24,2023/9/10,M1,OL,OL_PA2,T1,Adult,0.711
2023/10/24,2023/9/10,M1,OL,OL_PA2,T1,Adult,0.715
2023/10/24,2023/9/10,M1,OL,OL_PA2,T1,Adult,0.683
2023/10/24,2023/9/10,M1,OL,OL_PA3,T1,Adult,0.722
2023/10/24,2023/9/10,M1,OL,OL_PA3,T1,Adult,0.704
2023/10/24,2023/9/10,M1,OL,OL_PA3,T1,Adult,0.686
2023/10/24,2023/9/10,M1,OL,OL_PA4,T2,Adult,0.719
2023/10/24,2023/9/10,M1,OL,OL_PA4,T2,Adult,0.705
2023/10/24,2023/9/10,M1,OL,OL_PA4,T2,Adult,0.67
2023/10/24,2023/9/10,M1,OL,OL_PA5,T2,Adult,0.709
2023/10/24,2023/9/10,M1,OL,OL_PA5,T2,Adult,0.728
2023/10/24,2023/9/10,M1,OL,OL_PA5,T2,Adult,0.698
2023/10/24,2023/9/10,M1,OL,OL_PA6,T2,Adult,0.731
2023/10/24,2023/9/10,M1,OL,OL_PA6,T2,Adult,0.72
2023/10/24,2023/9/10,M1,OL,OL_PA6,T2,Adult,0.723
2023/10/24,2023/9/10,M1,OL,OL_PA7,T3,Adult,0.722
2023/10/24,2023/9/10,M1,OL,OL_PA7,T3,Adult,0.743
2023/10/24,2023/9/10,M1,OL,OL_PA7,T3,Adult,0.723
2023/10/24,2023/9/10,M1,OL,OL_PA8,T3,Adult,0.647
2023/10/24,2023/9/10,M1,OL,OL_PA8,T3,Adult,0.737
2023/10/24,2023/9/10,M1,OL,OL_PA8,T3,Adult,0.75
2023/10/24,2023/9/10,M1,OL,OL_PA9,T3,Adult,0.672
2023/10/24,2023/9/10,M1,OL,OL_PA9,T3,Adult,0.658
2023/10/24,2023/9/10,M1,OL,OL_PA9,T3,Adult,0.716
2023/10/24,2023/9/10,M1,IL,IL_PA1,T1,Adult,0.688
2023/10/24,2023/9/10,M1,IL,IL_PA1,T1,Adult,0.659
2023/10/24,2023/9/10,M1,IL,IL_PA1,T1,Adult,0.743
2023/10/24,2023/9/10,M1,IL,IL_PA2,T1,Adult,0.681
2023/10/24,2023/9/10,M1,IL,IL_PA2,T1,Adult,0.704
2023/10/24,2023/9/10,M1,IL,IL_PA2,T1,Adult,0.655
2023/10/24,2023/9/10,M1,IL,IL_PA3,T1,Adult,0.691
2023/10/24,2023/9/10,M1,IL,IL_PA3,T1,Adult,0.617
2023/10/24,2023/9/10,M1,IL,IL_PA3,T1,Adult,0.733
2023/10/24,2023/9/10,M1,IL,IL_PA4,T2,Adult,0.711
2023/10/24,2023/9/10,M1,IL,IL_PA4,T2,Adult,0.743
2023/10/24,2023/9/10,M1,IL,IL_PA4,T2,Adult,0.73
2023/10/24,2023/9/10,M1,IL,IL_PA5,T2,Adult,0.692
2023/10/24,2023/9/10,M1,IL,IL_PA5,T2,Adult,0.667
2023/10/24,2023/9/10,M1,IL,IL_PA5,T2,Adult,0.658
2023/10/24,2023/9/10,M1,IL,IL_PA6,T2,Adult,0.665
2023/10/24,2023/9/10,M1,IL,IL_PA6,T2,Adult,0.694
2023/10/24,2023/9/10,M1,IL,IL_PA6,T2,Adult,0.716
2023/10/24,2023/9/10,M1,IL,IL_PA7,T3,Adult,0.694
2023/10/24,2023/9/10,M1,IL,IL_PA7,T3,Adult,0.693
2023/10/24,2023/9/10,M1,IL,IL_PA7,T3,Adult,0.677
2023/10/24,2023/9/10,M1,IL,IL_PA8,T3,Adult,0.703
2023/10/24,2023/9/10,M1,IL,IL_PA8,T3,Adult,0.74
2023/10/24,2023/9/10,M1,IL,IL_PA8,T3,Adult,0.653
2023/10/24,2023/9/10,M1,IL,IL_PA9,T3,Adult,0.652
2023/10/24,2023/9/10,M1,IL,IL_PA9,T3,Adult,0.717
2023/10/24,2023/9/10,M1,IL,IL_PA9,T3,Adult,0.655
2023/12/7,2023/10/25,M2,OL,OL_PA1,T1,Adult,0.672
2023/12/7,2023/10/25,M2,OL,OL_PA1,T1,Adult,0.722
2023/12/7,2023/10/25,M2,OL,OL_PA1,T1,Adult,0.66
2023/12/7,2023/10/25,M2,OL,OL_PA2,T1,Adult,0.697
2023/12/7,2023/10/25,M2,OL,OL_PA2,T1,Adult,0.714
2023/12/7,2023/10/25,M2,OL,OL_PA2,T1,Adult,0.741
2023/12/7,2023/10/25,M2,OL,OL_PA3,T1,Adult,0.76
2023/12/7,2023/10/25,M2,OL,OL_PA3,T1,Adult,0.699
2023/12/7,2023/10/25,M2,OL,OL_PA3,T1,Adult,0.729
2023/12/7,2023/10/25,M2,OL,OL_PA4,T2,Adult,0.735
2023/12/7,2023/10/25,M2,OL,OL_PA4,T2,Adult,0.738
2023/12/7,2023/10/25,M2,OL,OL_PA4,T2,Adult,0.685
2023/12/7,2023/10/25,M2,OL,OL_PA5,T2,Adult,0.754
2023/12/7,2023/10/25,M2,OL,OL_PA5,T2,Adult,0.715
2023/12/7,2023/10/25,M2,OL,OL_PA5,T2,Adult,0.729
2023/12/7,2023/10/25,M2,OL,OL_PA6,T2,Adult,0.743
2023/12/7,2023/10/25,M2,OL,OL_PA6,T2,Adult,0.722
2023/12/7,2023/10/25,M2,OL,OL_PA6,T2,Adult,0.769
2023/12/7,2023/10/25,M2,OL,OL_PA7,T3,Adult,0.653
2023/12/7,2023/10/25,M2,OL,OL_PA7,T3,Adult,0.699
2023/12/7,2023/10/25,M2,OL,OL_PA7,T3,Adult,0.731
2023/12/7,2023/10/25,M2,OL,OL_PA8,T3,Adult,0.731
2023/12/7,2023/10/25,M2,OL,OL_PA8,T3,Adult,0.724
2023/12/7,2023/10/25,M2,OL,OL_PA8,T3,Adult,0.725
2023/12/7,2023/10/25,M2,OL,OL_PA9,T3,Adult,0.692
2023/12/7,2023/10/25,M2,OL,OL_PA9,T3,Adult,0.743
2023/12/7,2023/10/25,M2,OL,OL_PA9,T3,Adult,0.775
2023/12/7,2023/10/25,M2,IL,IL_PA1,T1,Adult,0.742
2023/12/7,2023/10/25,M2,IL,IL_PA1,T1,Adult,0.743
2023/12/7,2023/10/25,M2,IL,IL_PA1,T1,Adult,0.738
2023/12/7,2023/10/25,M2,IL,IL_PA2,T1,Adult,0.704
2023/12/7,2023/10/25,M2,IL,IL_PA2,T1,Adult,0.672
2023/12/7,2023/10/25,M2,IL,IL_PA2,T1,Adult,0.701
2023/12/7,2023/10/25,M2,IL,IL_PA3,T1,Adult,0.649
2023/12/7,2023/10/25,M2,IL,IL_PA3,T1,Adult,0.718
2023/12/7,2023/10/25,M2,IL,IL_PA3,T1,Adult,0.707
2023/12/7,2023/10/25,M2,IL,IL_PA4,T2,Adult,0.719
2023/12/7,2023/10/25,M2,IL,IL_PA4,T2,Adult,0.72
2023/12/7,2023/10/25,M2,IL,IL_PA4,T2,Adult,0.687
2023/12/7,2023/10/25,M2,IL,IL_PA5,T2,Adult,0.696
2023/12/7,2023/10/25,M2,IL,IL_PA5,T2,Adult,0.68
2023/12/7,2023/10/25,M2,IL,IL_PA5,T2,Adult,0.695
2023/12/7,2023/10/25,M2,IL,IL_PA6,T2,Adult,0.7
2023/12/7,2023/10/25,M2,IL,IL_PA6,T2,Adult,0.685
2023/12/7,2023/10/25,M2,IL,IL_PA6,T2,Adult,0.693
2023/12/7,2023/10/25,M2,IL,IL_PA7,T3,Adult,0.73
2023/12/7,2023/10/25,M2,IL,IL_PA7,T3,Adult,0.7
2023/12/7,2023/10/25,M2,IL,IL_PA7,T3,Adult,0.699
2023/12/7,2023/10/25,M2,IL,IL_PA8,T3,Adult,0.71
2023/12/7,2023/10/25,M2,IL,IL_PA8,T3,Adult,0.698
2023/12/7,2023/10/25,M2,IL,IL_PA8,T3,Adult,0.744
2023/12/7,2023/10/25,M2,IL,IL_PA9,T3,Adult,0.645
2023/12/7,2023/10/25,M2,IL,IL_PA9,T3,Adult,0.638
2023/12/7,2023/10/25,M2,IL,IL_PA9,T3,Adult,0.707
2024/1/4,2023/11/23,M3,OL,OL_PA1,T1,Adult,0.725
2024/1/4,2023/11/23,M3,OL,OL_PA1,T1,Adult,0.721
2024/1/4,2023/11/23,M3,OL,OL_PA1,T1,Adult,0.752
2024/1/4,2023/11/23,M3,OL,OL_PA2,T1,Adult,0.731
2024/1/4,2023/11/23,M3,OL,OL_PA2,T1,Adult,0.73
2024/1/4,2023/11/23,M3,OL,OL_PA2,T1,Adult,0.8
2024/1/4,2023/11/23,M3,OL,OL_PA3,T1,Adult,0.736
2024/1/4,2023/11/23,M3,OL,OL_PA3,T1,Adult,0.714
2024/1/4,2023/11/23,M3,OL,OL_PA3,T1,Adult,0.718
2024/1/4,2023/11/23,M3,OL,OL_PA4,T2,Adult,0.674
2024/1/4,2023/11/23,M3,OL,OL_PA4,T2,Adult,0.755
2024/1/4,2023/11/23,M3,OL,OL_PA4,T2,Adult,0.696
2024/1/4,2023/11/23,M3,OL,OL_PA5,T2,Adult,0.731
2024/1/4,2023/11/23,M3,OL,OL_PA5,T2,Adult,0.742
2024/1/4,2023/11/23,M3,OL,OL_PA5,T2,Adult,0.688
2024/1/4,2023/11/23,M3,OL,OL_PA6,T2,Adult,0.738
2024/1/4,2023/11/23,M3,OL,OL_PA6,T2,Adult,0.695
2024/1/4,2023/11/23,M3,OL,OL_PA6,T2,Adult,0.672
2024/1/4,2023/11/23,M3,OL,OL_PA7,T3,Adult,0.697
2024/1/4,2023/11/23,M3,OL,OL_PA7,T3,Adult,0.693
2024/1/4,2023/11/23,M3,OL,OL_PA7,T3,Adult,0.73
2024/1/4,2023/11/23,M3,OL,OL_PA8,T3,Adult,0.685
2024/1/4,2023/11/23,M3,OL,OL_PA8,T3,Adult,0.694
2024/1/4,2023/11/23,M3,OL,OL_PA8,T3,Adult,0.73
2024/1/4,2023/11/23,M3,OL,OL_PA9,T3,Adult,0.69
2024/1/4,2023/11/23,M3,OL,OL_PA9,T3,Adult,0.689
2024/1/4,2023/11/23,M3,OL,OL_PA9,T3,Adult,0.703
2024/1/4,2023/11/23,M3,IL,IL_PA1,T1,Adult,0.725
2024/1/4,2023/11/23,M3,IL,IL_PA1,T1,Adult,0.741
2024/1/4,2023/11/23,M3,IL,IL_PA1,T1,Adult,0.704
2024/1/4,2023/11/23,M3,IL,IL_PA2,T1,Adult,0.668
2024/1/4,2023/11/23,M3,IL,IL_PA2,T1,Adult,0.689
2024/1/4,2023/11/23,M3,IL,IL_PA2,T1,Adult,0.735
2024/1/4,2023/11/23,M3,IL,IL_PA3,T1,Adult,0.702
2024/1/4,2023/11/23,M3,IL,IL_PA3,T1,Adult,0.715
2024/1/4,2023/11/23,M3,IL,IL_PA3,T1,Adult,0.724
2024/1/4,2023/11/23,M3,IL,IL_PA4,T2,Adult,0.687
2024/1/4,2023/11/23,M3,IL,IL_PA4,T2,Adult,0.699
2024/1/4,2023/11/23,M3,IL,IL_PA4,T2,Adult,0.714
2024/1/4,2023/11/23,M3,IL,IL_PA5,T2,Adult,0.662
2024/1/4,2023/11/23,M3,IL,IL_PA5,T2,Adult,0.697
2024/1/4,2023/11/23,M3,IL,IL_PA5,T2,Adult,0.659
2024/1/4,2023/11/23,M3,IL,IL_PA6,T2,Adult,0.715
2024/1/4,2023/11/23,M3,IL,IL_PA6,T2,Adult,0.675
2024/1/4,2023/11/23,M3,IL,IL_PA6,T2,Adult,0.694
2024/1/4,2023/11/23,M3,IL,IL_PA7,T3,Adult,0.674
2024/1/4,2023/11/23,M3,IL,IL_PA7,T3,Adult,0.713
2024/1/4,2023/11/23,M3,IL,IL_PA7,T3,Adult,0.673
2024/1/4,2023/11/23,M3,IL,IL_PA8,T3,Adult,0.704
2024/1/4,2023/11/23,M3,IL,IL_PA8,T3,Adult,0.689
2024/1/4,2023/11/23,M3,IL,IL_PA8,T3,Adult,0.699
2024/1/4,2023/11/23,M3,IL,IL_PA9,T3,Adult,0.726
2024/1/4,2023/11/23,M3,IL,IL_PA9,T3,Adult,0.727
2024/1/4,2023/11/23,M3,IL,IL_PA9,T3,Adult,0.711
2024/2/27,2024/1/18,M4,OL,OL_PA1,T1,Adult,0.718
2024/2/27,2024/1/18,M4,OL,OL_PA1,T1,Adult,0.721
2024/2/27,2024/1/18,M4,OL,OL_PA1,T1,Adult,0.708
2024/2/27,2024/1/18,M4,OL,OL_PA2,T1,Adult,0.728
2024/2/27,2024/1/18,M4,OL,OL_PA2,T1,Adult,0.713
2024/2/27,2024/1/18,M4,OL,OL_PA2,T1,Adult,0.702
2024/2/27,2024/1/18,M4,OL,OL_PA3,T1,Adult,0.69
2024/2/27,2024/1/18,M4,OL,OL_PA3,T1,Adult,0.707
2024/2/27,2024/1/18,M4,OL,OL_PA3,T1,Adult,0.722
2024/2/27,2024/1/18,M4,OL,OL_PA4,T2,Adult,0.651
2024/2/27,2024/1/18,M4,OL,OL_PA4,T2,Adult,0.703
2024/2/27,2024/1/18,M4,OL,OL_PA4,T2,Adult,0.709
2024/2/27,2024/1/18,M4,OL,OL_PA5,T2,Adult,0.731
2024/2/27,2024/1/18,M4,OL,OL_PA5,T2,Adult,0.751
2024/2/27,2024/1/18,M4,OL,OL_PA5,T2,Adult,0.745
2024/2/27,2024/1/18,M4,OL,OL_PA6,T2,Adult,0.734
2024/2/27,2024/1/18,M4,OL,OL_PA6,T2,Adult,0.708
2024/2/27,2024/1/18,M4,OL,OL_PA6,T2,Adult,0.745
2024/2/27,2024/1/18,M4,OL,OL_PA7,T3,Adult,0.709
2024/2/27,2024/1/18,M4,OL,OL_PA7,T3,Adult,0.67
2024/2/27,2024/1/18,M4,OL,OL_PA7,T3,Adult,0.76
2024/2/27,2024/1/18,M4,OL,OL_PA8,T3,Adult,0.716
2024/2/27,2024/1/18,M4,OL,OL_PA8,T3,Adult,0.711
2024/2/27,2024/1/18,M4,OL,OL_PA8,T3,Adult,0.716
2024/2/27,2024/1/18,M4,OL,OL_PA9,T3,Adult,0.703
2024/2/27,2024/1/18,M4,OL,OL_PA9,T3,Adult,0.746
2024/2/27,2024/1/18,M4,OL,OL_PA9,T3,Adult,0.713
2024/2/27,2024/1/18,M4,IL,IL_PA1,T1,Adult,0.716
2024/2/27,2024/1/18,M4,IL,IL_PA1,T1,Adult,0.696
2024/2/27,2024/1/18,M4,IL,IL_PA1,T1,Adult,0.685
2024/2/27,2024/1/18,M4,IL,IL_PA2,T1,Adult,0.699
2024/2/27,2024/1/18,M4,IL,IL_PA2,T1,Adult,0.695
2024/2/27,2024/1/18,M4,IL,IL_PA2,T1,Adult,0.702
2024/2/27,2024/1/18,M4,IL,IL_PA3,T1,Adult,0.708
2024/2/27,2024/1/18,M4,IL,IL_PA3,T1,Adult,0.753
2024/2/27,2024/1/18,M4,IL,IL_PA3,T1,Adult,0.693
2024/2/27,2024/1/18,M4,IL,IL_PA4,T2,Adult,0.714
2024/2/27,2024/1/18,M4,IL,IL_PA4,T2,Adult,0.738
2024/2/27,2024/1/18,M4,IL,IL_PA4,T2,Adult,0.74
2024/2/27,2024/1/18,M4,IL,IL_PA5,T2,Adult,0.707
2024/2/27,2024/1/18,M4,IL,IL_PA5,T2,Adult,0.697
2024/2/27,2024/1/18,M4,IL,IL_PA5,T2,Adult,0.701
2024/2/27,2024/1/18,M4,IL,IL_PA6,T2,Adult,0.703
2024/2/27,2024/1/18,M4,IL,IL_PA6,T2,Adult,0.738
2024/2/27,2024/1/18,M4,IL,IL_PA6,T2,Adult,0.722
2024/2/27,2024/1/18,M4,IL,IL_PA7,T3,Adult,0.723
2024/2/27,2024/1/18,M4,IL,IL_PA7,T3,Adult,0.748
2024/2/27,2024/1/18,M4,IL,IL_PA7,T3,Adult,0.739
2024/2/27,2024/1/18,M4,IL,IL_PA8,T3,Adult,0.662
2024/2/27,2024/1/18,M4,IL,IL_PA8,T3,Adult,0.654
2024/2/27,2024/1/18,M4,IL,IL_PA8,T3,Adult,0.695
2024/2/27,2024/1/18,M4,IL,IL_PA9,T3,Adult,0.733
2024/2/27,2024/1/18,M4,IL,IL_PA9,T3,Adult,0.633
2024/2/27,2024/1/18,M4,IL,IL_PA9,T3,Adult,0.724
